Admission grade,Age at enrollment,eval_ratio_1st,approval_rate_1st,approval_rate_2nd,eval_miss_rate_1st,total_approved,total_enrolled,overall_approval_rate,Marital status,application_group,Daytime/evening attendance	,Gender,International,Scholarship holder,Tuition fees up to date,Debtor,Mother_edu_group,Father_edu_group,Target
129.8,20,1.8333333333333333,0.8333333333333334,0.6666666666666666,0.0,9,12,0.75,1,general_admission,1,0,0,0,1,0,medium,medium,Enrolled
135.0,27,1.0,0.9,0.45454545454545453,0.0,14,21,0.6666666666666666,1,transfer_or_change,0,0,0,0,1,0,high,high,Dropout
131.3,20,1.5,0.8333333333333334,1.0,0.0,13,14,0.9285714285714286,1,general_admission,1,0,0,0,1,0,medium,low,Enrolled
125.2,23,1.125,1.0,1.0,0.0,29,29,1.0,1,transfer_or_change,1,0,0,1,1,0,very_low,very_low,Graduate
141.3,18,1.125,1.0,1.0,0.125,16,16,1.0,1,general_admission,1,0,0,1,1,0,medium,low,Graduate
117.1,18,1.6666666666666667,0.8333333333333334,0.8333333333333334,0.16666666666666666,10,12,0.8333333333333334,1,general_admission,1,0,0,1,1,0,low,low,Graduate
126.5,20,1.0,0.875,0.875,0.0,14,16,0.875,1,general_admission,1,0,0,1,1,0,medium,low,Graduate
120.1,20,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,medium,low,Graduate
128.4,23,1.8333333333333333,1.0,0.8333333333333334,0.0,11,12,0.9166666666666666,1,general_admission,1,0,0,0,1,0,low,medium,Dropout
140.0,20,1.0,0.8571428571428571,0.8571428571428571,0.0,12,14,0.8571428571428571,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
110.0,28,2.0,0.0,0.0,0.0,0,10,0.0,1,mature_student,1,0,0,0,0,0,very_low,very_low,Dropout
116.8,21,1.6,0.8,1.0,0.0,9,10,0.9,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
104.5,21,1.0,1.0,0.0,0.0,2,9,0.2222222222222222,1,general_admission,1,0,0,0,1,0,medium,medium,Dropout
140.0,28,0.0,0.0,0.0,0.0,0,15,0.0,1,prior_higher_ed,1,0,0,0,1,0,very_low,very_low,Dropout
113.2,18,1.4285714285714286,0.8571428571428571,0.875,0.0,13,15,0.8666666666666667,1,general_admission,1,0,0,0,1,0,high,medium,Graduate
118.6,21,1.3333333333333333,0.8333333333333334,0.8333333333333334,0.0,10,12,0.8333333333333334,1,general_admission,1,0,0,1,1,0,low,medium,Enrolled
123.8,19,1.4285714285714286,0.8571428571428571,1.0,0.0,14,15,0.9333333333333333,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
126.7,18,1.0,0.875,0.875,0.0,14,16,0.875,1,general_admission,1,0,0,1,1,0,medium,medium,Graduate
133.8,19,0.0,0.0,0.0,0.0,0,15,0.0,1,general_admission,1,0,0,0,1,0,high,medium,Dropout
140.0,20,1.5,1.0,0.3333333333333333,0.0,8,12,0.6666666666666666,1,prior_higher_ed,1,0,0,0,1,0,low,low,Enrolled
100.6,20,1.2857142857142858,0.8571428571428571,0.875,0.0,13,15,0.8666666666666667,1,general_admission,1,0,0,1,1,0,medium,medium,Graduate
132.7,18,1.1666666666666667,1.0,0.8333333333333334,0.0,11,12,0.9166666666666666,1,general_admission,1,0,0,1,1,0,medium,low,Graduate
106.6,20,1.1666666666666667,1.0,0.6666666666666666,0.0,10,12,0.8333333333333334,1,transfer_or_change,1,0,0,0,1,0,low,medium,Dropout
140.4,31,2.1666666666666665,0.8333333333333334,0.6666666666666666,0.0,9,12,0.75,1,mature_student,1,0,0,0,1,0,medium,medium,Dropout
128.3,19,1.1428571428571428,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,0,0,1,1,0,low,low,Graduate
118.6,19,1.2857142857142858,0.8571428571428571,0.875,0.0,13,15,0.8666666666666667,1,general_admission,1,0,0,1,1,0,low,low,Graduate
123.4,23,1.3333333333333333,1.0,1.0,0.16666666666666666,12,12,1.0,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
124.0,19,1.1666666666666667,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,low,low,Graduate
121.3,20,1.0,0.8571428571428571,0.8571428571428571,0.0,12,14,0.8571428571428571,1,general_admission,1,0,0,0,1,0,medium,high,Graduate
101.0,22,1.5,0.8333333333333334,0.6666666666666666,0.0,9,12,0.75,1,general_admission,1,0,0,0,1,1,low,low,Enrolled
116.9,18,1.4285714285714286,0.8571428571428571,0.8571428571428571,0.0,12,14,0.8571428571428571,1,general_admission,1,0,0,0,1,0,high,medium,Enrolled
130.0,27,1.2,0.4,0.2,0.0,3,10,0.3,1,prior_higher_ed,1,0,0,0,0,1,medium,low,Dropout
120.0,29,1.2857142857142858,0.14285714285714285,0.0,0.0,1,14,0.07142857142857142,1,mature_student,1,0,0,0,1,0,low,low,Dropout
130.4,18,1.6666666666666667,0.8333333333333334,0.8333333333333334,0.0,10,12,0.8333333333333334,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
118.7,18,1.1666666666666667,0.8333333333333334,1.0,0.0,11,12,0.9166666666666666,1,general_admission,1,0,0,0,1,0,medium,low,Graduate
131.5,18,1.0,1.0,1.0,0.0,16,16,1.0,1,general_admission,1,0,0,0,1,0,low,low,Graduate
120.4,20,2.6,0.6,1.0,0.4,8,10,0.8,1,general_admission,1,0,0,0,1,0,low,low,Enrolled
129.1,18,1.0,1.0,0.8333333333333334,0.0,11,12,0.9166666666666666,1,general_admission,1,0,0,0,1,0,low,low,Graduate
132.0,18,1.6666666666666667,0.8333333333333334,0.6666666666666666,0.16666666666666666,9,12,0.75,1,general_admission,1,0,0,0,0,0,medium,medium,Enrolled
130.0,28,1.8,0.2,0.0,0.2,1,9,0.1111111111111111,1,prior_higher_ed,1,0,0,0,0,0,high,high,Dropout
132.8,18,1.5,0.875,0.875,0.0,14,16,0.875,1,general_admission,1,0,0,1,1,0,low,medium,Graduate
143.7,27,1.7142857142857142,0.5714285714285714,0.42857142857142855,0.0,7,14,0.5,1,mature_student,1,0,0,0,1,0,low,low,Enrolled
152.8,26,1.2857142857142858,1.0,0.7142857142857143,0.0,12,14,0.8571428571428571,1,mature_student,1,0,0,0,1,0,high,medium,Enrolled
133.5,18,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
146.2,18,2.4,0.8,1.0,0.4,9,10,0.9,1,general_admission,1,0,0,0,1,0,high,high,Dropout
115.2,21,1.2,0.0,0.0,0.0,0,10,0.0,1,general_admission,1,0,0,0,1,0,medium,medium,Dropout
120.7,18,1.3333333333333333,0.6666666666666666,0.0,0.0,4,12,0.3333333333333333,1,general_admission,1,0,0,0,1,0,high,medium,Enrolled
101.8,32,1.0,0.0,0.0,0.0,0,10,0.0,2,mature_student,0,0,0,0,0,0,very_low,very_low,Dropout
100.0,28,1.2,0.8,0.8,0.0,8,10,0.8,1,mature_student,1,0,0,0,1,0,very_low,very_low,Graduate
121.9,40,1.0,0.0,0.0,0.0,0,9,0.0,1,mature_student,0,0,0,0,0,0,low,medium,Dropout
120.4,39,1.0,0.0,0.0,0.0,0,9,0.0,2,general_admission,0,0,0,0,0,1,low,low,Dropout
120.4,39,0.0,0.0,0.0,0.0,0,12,0.0,2,general_admission,1,0,0,0,0,1,low,low,Dropout
148.8,50,1.1666666666666667,1.0,0.8333333333333334,0.0,11,12,0.9166666666666666,2,mature_student,1,0,0,0,1,0,low,medium,Graduate
123.0,23,1.6666666666666667,0.8333333333333334,0.5,0.0,8,12,0.6666666666666666,1,general_admission,1,0,0,0,1,0,medium,medium,Dropout
100.0,48,1.8333333333333333,0.16666666666666666,0.16666666666666666,0.0,2,12,0.16666666666666666,4,mature_student,0,0,0,0,1,0,very_low,very_low,Dropout
112.1,23,1.8333333333333333,0.6666666666666666,0.8333333333333334,0.0,9,12,0.75,1,general_admission,1,0,0,0,1,0,low,low,Dropout
126.8,18,1.0,0.875,0.875,0.0,14,16,0.875,1,general_admission,1,0,0,1,1,0,low,medium,Graduate
115.9,18,2.8,0.4,1.0,0.4,7,10,0.7,1,general_admission,1,0,0,0,1,0,high,medium,Graduate
132.5,20,1.5,0.8333333333333334,1.0,0.0,11,12,0.9166666666666666,1,international,1,0,1,0,0,0,high,low,Graduate
132.2,18,1.8,0.8,1.0,0.0,9,10,0.9,1,general_admission,1,0,1,1,1,0,medium,medium,Graduate
183.5,18,1.1428571428571428,0.5714285714285714,0.0,0.0,4,15,0.26666666666666666,1,general_admission,1,0,1,0,1,0,high,high,Dropout
136.0,31,2.4,0.2,0.2,0.0,2,10,0.2,1,transfer_or_change,1,1,0,0,1,0,medium,medium,Dropout
100.9,24,1.8,0.2,0.6,0.0,4,10,0.4,1,mature_student,1,1,0,0,1,0,medium,medium,Enrolled
114.5,24,0.0,0.0,0.0,0.0,0,0,0.0,1,mature_student,1,1,0,0,1,0,high,medium,Graduate
110.3,26,1.0,0.0,0.0,0.0,0,10,0.0,1,mature_student,1,1,0,0,0,1,low,low,Dropout
137.2,18,1.8333333333333333,0.8333333333333334,0.6666666666666666,0.0,9,12,0.75,1,general_admission,1,1,0,0,1,1,high,high,Dropout
116.9,19,2.4,0.6,0.6,0.0,6,10,0.6,1,general_admission,1,1,0,1,1,0,low,low,Enrolled
121.8,22,0.0,0.0,0.0,0.0,0,12,0.0,1,general_admission,1,1,0,0,1,0,medium,low,Dropout
127.3,18,1.0,0.875,0.875,0.0,14,16,0.875,1,general_admission,1,1,0,0,1,0,high,high,Graduate
120.0,20,1.8333333333333333,0.0,0.0,1.0,0,12,0.0,1,prior_higher_ed,1,1,0,0,0,1,medium,medium,Dropout
150.0,25,0.0,0.0,0.0,0.0,0,0,0.0,1,prior_higher_ed,1,1,0,0,1,0,high,high,Graduate
100.0,24,2.0,0.8,1.0,0.0,9,10,0.9,1,transfer_or_change,0,1,0,0,1,0,high,high,Graduate
150.0,27,2.0,0.2,0.0,0.0,1,10,0.1,1,mature_student,1,1,0,0,1,0,high,high,Dropout
116.9,21,1.1666666666666667,0.8333333333333334,0.8333333333333334,0.0,10,12,0.8333333333333334,1,general_admission,1,1,0,0,1,0,high,medium,Graduate
140.0,21,1.1666666666666667,1.0,1.0,0.0,12,12,1.0,1,prior_higher_ed,1,1,0,0,1,0,medium,low,Graduate
122.1,19,1.5,0.6666666666666666,1.0,0.0,10,12,0.8333333333333334,1,general_admission,1,1,0,0,1,0,medium,medium,Dropout
160.0,28,1.0,1.0,1.0,0.0,15,15,1.0,1,mature_student,1,1,0,0,1,0,medium,medium,Graduate
118.4,20,1.6,1.0,0.4,0.0,7,10,0.7,1,general_admission,1,1,0,0,1,0,medium,medium,Enrolled
150.0,21,1.3333333333333333,1.0,1.0,0.0,12,12,1.0,1,prior_higher_ed,1,1,0,1,1,0,medium,medium,Graduate
144.9,18,1.0,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,1,0,1,1,0,medium,medium,Graduate
121.1,18,1.2,1.0,1.0,0.0,10,10,1.0,1,general_admission,1,1,0,1,1,0,medium,medium,Enrolled
121.8,20,1.8,0.8,0.6,0.0,7,10,0.7,1,general_admission,1,1,0,0,1,0,medium,medium,Enrolled
146.8,25,1.2,1.0,0.4,0.0,7,10,0.7,1,mature_student,1,1,0,0,1,0,medium,medium,Enrolled
138.0,22,1.3333333333333333,1.0,0.3333333333333333,0.0,8,12,0.6666666666666666,1,general_admission,1,1,0,0,1,1,low,medium,Enrolled
138.0,18,1.375,0.75,0.75,0.125,12,16,0.75,1,general_admission,1,1,0,0,1,0,low,low,Enrolled
116.3,19,1.6,1.0,1.0,0.0,10,10,1.0,1,general_admission,1,1,0,0,1,0,medium,low,Graduate
122.5,19,2.4,0.6,0.6,0.0,6,10,0.6,1,general_admission,1,1,0,0,1,0,medium,medium,Dropout
115.0,25,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.0,8,12,0.6666666666666666,1,mature_student,1,1,0,0,0,1,medium,medium,Dropout
115.0,21,1.0909090909090908,0.8181818181818182,0.375,0.0,12,19,0.631578947368421,1,transfer_or_change,1,1,0,0,1,1,medium,medium,Dropout
119.8,19,2.0,0.4,0.0,0.0,2,11,0.18181818181818182,1,general_admission,1,1,0,0,1,0,medium,high,Dropout
95.0,20,2.8,0.0,0.0,0.0,0,10,0.0,1,general_admission,1,1,0,0,1,0,medium,medium,Dropout
150.0,25,1.1428571428571428,1.0,0.6666666666666666,0.0,20,23,0.8695652173913043,1,prior_higher_ed,1,1,0,0,1,0,high,high,Dropout
117.8,20,1.6,0.6,0.6,0.0,6,10,0.6,1,general_admission,1,1,0,0,1,0,medium,medium,Enrolled
144.2,18,0.0,0.0,0.0,0.0,0,0,0.0,1,general_admission,1,1,0,0,1,0,low,low,Graduate
130.0,23,2.0,0.5,0.5,0.0,6,12,0.5,1,prior_higher_ed,1,1,0,0,1,1,medium,medium,Enrolled
128.2,23,1.0,1.0,1.0,0.0,16,16,1.0,1,transfer_or_change,1,1,0,0,1,0,medium,high,Graduate
135.3,21,1.5,0.9166666666666666,0.9166666666666666,0.0,22,24,0.9166666666666666,1,prior_higher_ed,1,1,0,0,1,0,high,low,Graduate
143.9,20,2.8,0.4,0.6,0.6,5,10,0.5,1,general_admission,1,1,0,0,1,0,medium,medium,Enrolled
140.7,25,2.6,0.2,0.4,0.0,3,10,0.3,1,mature_student,0,1,0,0,1,0,medium,medium,Dropout
130.4,18,1.0,1.0,0.8333333333333334,0.0,11,12,0.9166666666666666,1,general_admission,1,1,0,0,1,0,medium,low,Graduate
123.2,22,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,1,0,0,1,0,medium,medium,Graduate
118.0,27,1.1666666666666667,1.0,1.0,0.0,12,12,1.0,1,mature_student,1,1,0,0,1,0,medium,medium,Graduate
120.0,25,1.3333333333333333,0.0,0.0,0.0,0,6,0.0,1,mature_student,1,1,0,0,1,0,high,medium,Dropout
118.9,18,1.8,0.6,0.6,0.0,6,10,0.6,1,general_admission,1,1,0,0,1,0,very_low,very_low,Dropout
117.2,20,1.4,1.0,1.0,0.2,10,10,1.0,1,general_admission,1,1,0,0,1,0,low,medium,Graduate
120.0,27,1.6666666666666667,0.8333333333333334,0.8333333333333334,0.0,10,12,0.8333333333333334,1,mature_student,1,1,0,0,1,0,high,high,Graduate
118.1,20,1.1666666666666667,1.0,1.0,0.0,12,12,1.0,1,general_admission,0,1,0,0,1,0,medium,medium,Graduate
124.8,22,1.8,0.0,0.2,0.0,1,10,0.1,1,general_admission,1,1,0,0,1,0,low,low,Dropout
106.5,19,2.0,0.6,0.6,0.0,6,10,0.6,1,general_admission,1,1,0,0,1,0,medium,high,Dropout
116.8,20,2.8,0.6,1.0,0.0,8,10,0.8,1,general_admission,1,1,0,0,1,0,high,medium,Enrolled
109.3,19,0.0,0.0,0.0,0.0,0,0,0.0,1,transfer_or_change,1,1,0,0,1,0,medium,medium,Graduate
120.0,29,2.4,0.0,0.0,0.8,0,10,0.0,2,mature_student,1,1,0,0,0,0,medium,medium,Dropout
137.5,19,1.0,0.875,0.875,0.0,14,16,0.875,1,general_admission,1,1,0,0,1,0,high,medium,Graduate
150.0,28,1.4,1.0,1.0,0.0,10,10,1.0,1,mature_student,0,0,0,1,1,0,medium,low,Enrolled
120.4,20,1.1666666666666667,1.0,1.0,0.0,12,12,1.0,2,general_admission,1,0,0,0,1,0,low,low,Graduate
136.7,20,1.0,0.6666666666666666,1.0,0.0,10,12,0.8333333333333334,1,general_admission,1,0,0,0,1,0,low,low,Graduate
118.5,31,2.0,0.0,0.0,0.0,0,12,0.0,1,mature_student,0,0,0,0,1,0,very_low,high,Dropout
133.0,18,1.1428571428571428,1.0,0.875,0.0,14,15,0.9333333333333333,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
128.8,19,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,medium,medium,Enrolled
133.0,18,2.0,0.8,0.8,0.0,8,10,0.8,1,general_admission,1,0,0,0,1,0,low,low,Graduate
102.0,19,1.3333333333333333,0.8333333333333334,0.8333333333333334,0.0,10,12,0.8333333333333334,1,general_admission,1,0,0,0,1,0,low,low,Graduate
133.9,18,1.0,1.0,1.0,0.0,10,10,1.0,1,general_admission,1,0,0,1,1,0,medium,medium,Graduate
127.0,19,1.4,0.6,1.0,0.0,8,10,0.8,1,general_admission,1,0,0,0,1,0,low,medium,Graduate
120.4,18,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,low,low,Graduate
124.5,19,2.0,1.0,0.5,0.0,9,12,0.75,1,general_admission,1,0,0,0,1,0,low,low,Graduate
123.9,19,1.2857142857142858,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,0,0,0,1,0,low,medium,Graduate
117.8,18,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
126.7,19,1.7142857142857142,0.5714285714285714,0.7142857142857143,0.0,9,14,0.6428571428571429,1,general_admission,1,0,0,0,1,0,high,medium,Enrolled
110.0,20,1.5,1.0,1.0,0.0,12,12,1.0,1,prior_higher_ed,1,0,0,1,1,0,low,medium,Graduate
134.7,20,1.3333333333333333,0.8333333333333334,0.6666666666666666,0.0,9,12,0.75,1,general_admission,1,0,0,0,1,0,medium,medium,Enrolled
113.2,20,1.3333333333333333,1.0,0.8333333333333334,0.0,11,12,0.9166666666666666,1,general_admission,1,0,0,0,1,1,low,low,Enrolled
141.0,29,1.0,0.7333333333333333,0.8461538461538461,0.0,22,28,0.7857142857142857,1,mature_student,0,0,0,0,1,0,low,low,Dropout
111.5,20,1.6666666666666667,0.6666666666666666,0.5,0.0,7,12,0.5833333333333334,1,general_admission,1,0,0,1,0,0,low,medium,Dropout
140.0,31,1.1428571428571428,0.8571428571428571,0.7142857142857143,0.0,11,14,0.7857142857142857,4,mature_student,1,0,0,0,0,1,low,medium,Dropout
134.3,20,1.1666666666666667,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,medium,low,Graduate
125.3,21,1.2222222222222223,1.0,1.0,0.05555555555555555,31,31,1.0,1,general_admission,1,0,0,0,1,0,low,low,Graduate
140.0,23,0.0,0.0,0.0,0.0,0,12,0.0,1,prior_higher_ed,1,0,0,0,1,0,medium,low,Dropout
119.6,21,1.0,0.6666666666666666,0.6666666666666666,0.0,8,12,0.6666666666666666,1,general_admission,1,0,0,0,0,1,medium,low,Dropout
170.0,24,1.0,1.0,1.0,0.0,15,15,1.0,1,prior_higher_ed,1,0,0,0,1,0,medium,medium,Graduate
150.5,27,1.0,1.0,1.0,0.0,12,12,1.0,1,mature_student,0,0,0,0,1,0,medium,medium,Graduate
128.0,18,1.2857142857142858,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,0,0,1,1,0,medium,low,Graduate
108.7,21,0.0,0.0,0.0,0.0,0,0,0.0,1,general_admission,1,0,0,0,0,0,medium,medium,Dropout
121.6,19,1.4,0.0,0.0,0.0,0,10,0.0,1,general_admission,1,0,0,1,1,1,medium,high,Dropout
125.3,19,1.0,0.875,0.875,0.0,14,16,0.875,1,general_admission,1,0,0,1,1,0,low,medium,Graduate
117.6,18,0.0,0.0,0.0,0.0,0,12,0.0,1,general_admission,1,0,0,0,1,0,medium,low,Dropout
124.3,18,1.1428571428571428,0.7142857142857143,0.7142857142857143,0.0,10,14,0.7142857142857143,1,transfer_or_change,1,0,0,1,1,0,low,low,Enrolled
106.1,20,1.0,1.0,1.0,0.0,14,14,1.0,1,general_admission,1,0,0,1,1,1,low,low,Graduate
139.9,24,1.5,0.8333333333333334,1.0,0.0,11,12,0.9166666666666666,2,general_admission,0,0,0,0,1,0,medium,low,Graduate
110.8,20,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
118.0,20,2.2,0.8,1.0,0.0,9,10,0.9,1,general_admission,1,0,0,0,1,0,medium,medium,Enrolled
117.8,19,1.0,0.875,0.875,0.0,14,16,0.875,1,general_admission,1,0,0,1,1,0,medium,low,Graduate
127.5,18,1.0,0.875,0.875,0.0,14,16,0.875,1,general_admission,1,0,0,1,1,0,medium,low,Graduate
129.7,20,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,low,low,Graduate
130.6,20,1.1428571428571428,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,0,0,0,1,0,low,low,Graduate
126.3,19,1.2857142857142858,0.8571428571428571,1.0,0.0,14,15,0.9333333333333333,1,general_admission,1,0,0,1,1,0,medium,low,Graduate
140.0,19,1.6666666666666667,0.8333333333333334,0.6666666666666666,0.0,9,12,0.75,1,prior_higher_ed,1,0,0,0,1,0,high,medium,Enrolled
105.0,20,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,high,medium,Graduate
114.6,19,3.0,0.4,0.4,0.0,4,10,0.4,1,general_admission,1,0,0,0,1,0,medium,low,Dropout
114.6,19,1.8333333333333333,0.6666666666666666,0.6666666666666666,0.0,8,12,0.6666666666666666,1,general_admission,1,0,0,0,1,0,low,low,Dropout
131.0,18,1.0,1.0,1.0,0.0,16,16,1.0,1,general_admission,1,0,0,1,1,0,low,low,Graduate
109.0,23,1.0,1.0,0.5,0.0,9,12,0.75,1,general_admission,1,0,0,1,1,0,low,low,Dropout
132.0,21,1.3333333333333333,0.8333333333333334,0.8333333333333334,0.0,10,12,0.8333333333333334,1,general_admission,1,0,0,0,1,0,medium,medium,Dropout
130.0,23,1.1111111111111112,1.0,0.75,0.0,15,17,0.8823529411764706,1,prior_higher_ed,0,0,0,0,1,0,low,low,Graduate
109.5,19,1.1428571428571428,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,0,0,0,1,0,medium,low,Graduate
115.9,18,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,medium,low,Graduate
131.6,19,1.6666666666666667,0.8333333333333334,0.8333333333333334,0.0,10,12,0.8333333333333334,1,general_admission,1,0,0,0,1,0,medium,low,Graduate
120.0,25,1.0,0.875,0.875,0.0,14,16,0.875,1,mature_student,1,0,0,1,1,0,medium,low,Graduate
109.7,19,1.5,0.8333333333333334,0.6666666666666666,0.0,9,12,0.75,1,general_admission,1,0,0,0,1,0,medium,low,Enrolled
136.4,19,1.1428571428571428,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,0,0,1,1,0,medium,medium,Graduate
120.0,24,1.8571428571428572,1.0,0.875,0.0,14,15,0.9333333333333333,1,mature_student,1,0,0,1,1,1,low,low,Graduate
132.6,18,1.1666666666666667,1.0,0.8333333333333334,0.0,11,12,0.9166666666666666,1,general_admission,1,0,0,1,1,0,low,low,Graduate
112.9,19,1.3333333333333333,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,low,low,Graduate
134.3,18,1.5,0.875,0.875,0.0,14,16,0.875,1,general_admission,1,0,0,1,1,0,low,low,Graduate
123.2,27,1.8,0.6,0.8,0.0,7,10,0.7,1,mature_student,0,0,0,0,1,0,low,medium,Enrolled
117.2,19,1.8333333333333333,0.8333333333333334,0.8333333333333334,0.0,10,12,0.8333333333333334,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
129.8,18,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,medium,medium,Dropout
158.0,34,1.1666666666666667,0.6666666666666666,0.0,0.0,4,12,0.3333333333333333,2,mature_student,1,0,0,0,0,1,low,low,Dropout
116.5,18,1.8,0.6,0.4,0.0,5,10,0.5,1,general_admission,1,0,0,0,1,0,low,low,Enrolled
121.0,18,1.6,0.4,0.6,0.0,5,10,0.5,1,general_admission,1,0,0,0,1,0,low,low,Enrolled
133.8,18,1.0,1.0,1.0,0.0,16,16,1.0,1,general_admission,1,0,0,0,1,0,low,low,Enrolled
115.0,20,0.0,0.0,0.0,0.0,0,12,0.0,1,general_admission,1,0,0,0,0,1,low,low,Dropout
131.8,19,1.6,0.4,0.6,0.0,5,10,0.5,1,general_admission,1,0,0,1,1,0,medium,low,Enrolled
121.0,21,1.8333333333333333,0.8333333333333334,0.16666666666666666,0.0,6,12,0.5,1,general_admission,1,0,0,0,1,0,low,medium,Enrolled
152.4,26,1.0,1.0,1.0,0.0,10,10,1.0,2,mature_student,0,0,0,0,1,0,medium,medium,Graduate
110.2,27,1.2857142857142858,1.0,1.0,0.0,15,15,1.0,1,transfer_or_change,1,0,0,0,1,0,medium,medium,Graduate
113.5,20,1.2,0.8,0.8,0.0,8,10,0.8,1,general_admission,1,0,0,0,1,0,medium,low,Graduate
144.4,18,1.3333333333333333,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
143.3,23,1.5833333333333333,0.75,0.6666666666666666,0.0,15,21,0.7142857142857143,1,prior_higher_ed,1,0,0,0,0,0,medium,medium,Enrolled
100.0,24,1.375,0.875,0.875,0.0,14,16,0.875,1,mature_student,1,0,0,0,1,0,medium,high,Graduate
126.3,19,1.1666666666666667,0.8333333333333334,1.0,0.0,11,12,0.9166666666666666,1,prior_higher_ed,1,0,0,1,1,0,low,low,Graduate
115.9,19,2.1666666666666665,0.6666666666666666,0.6666666666666666,0.0,8,12,0.6666666666666666,1,general_admission,1,0,0,0,1,0,medium,low,Graduate
114.9,19,1.5,0.8333333333333334,0.5,0.0,8,12,0.6666666666666666,1,general_admission,1,0,0,1,1,1,medium,low,Enrolled
121.0,18,1.6666666666666667,0.8333333333333334,0.3333333333333333,0.0,7,12,0.5833333333333334,1,general_admission,1,0,0,0,1,1,low,medium,Enrolled
112.3,22,1.0,0.8125,0.8461538461538461,0.0,24,29,0.8275862068965517,1,transfer_or_change,0,0,0,0,1,0,medium,low,Graduate
127.0,20,1.0,0.8333333333333334,0.8333333333333334,0.0,10,12,0.8333333333333334,1,transfer_or_change,1,0,0,0,1,0,medium,medium,Graduate
120.0,25,1.0,0.0,0.0,0.0,0,12,0.0,1,mature_student,1,0,0,0,1,0,medium,medium,Dropout
180.0,21,1.0,1.0,1.0,0.0,12,12,1.0,1,prior_higher_ed,1,0,0,0,1,0,medium,high,Graduate
117.4,19,1.7142857142857142,0.7142857142857143,0.8571428571428571,0.0,11,14,0.7857142857142857,1,general_admission,1,0,0,0,1,0,medium,medium,Enrolled
115.8,18,1.1666666666666667,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
136.5,18,1.4,0.6,0.8,0.0,7,10,0.7,1,general_admission,1,0,0,0,1,0,low,low,Graduate
129.0,19,1.1428571428571428,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,1,0,0,1,0,high,high,Graduate
137.6,19,1.2,1.0,1.0,0.0,10,10,1.0,1,general_admission,1,0,1,1,1,0,high,high,Graduate
129.5,18,1.5,0.8333333333333334,0.6666666666666666,0.0,9,12,0.75,1,general_admission,1,0,0,0,0,1,low,low,Dropout
129.1,20,1.0,1.0,1.0,0.0,22,22,1.0,1,transfer_or_change,1,0,0,1,1,0,low,low,Graduate
130.2,19,0.0,0.0,0.0,0.0,0,15,0.0,1,general_admission,1,0,0,0,1,0,medium,medium,Dropout
134.3,28,1.2352941176470589,1.0,1.0,0.0,34,34,1.0,1,transfer_or_change,1,0,0,0,1,0,medium,low,Graduate
138.4,20,1.3333333333333333,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,low,medium,Graduate
120.0,30,1.7272727272727273,0.8181818181818182,1.0,0.09090909090909091,16,18,0.8888888888888888,1,transfer_or_change,0,0,0,0,1,0,low,low,Dropout
123.5,19,1.1428571428571428,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,0,0,1,1,0,medium,medium,Graduate
